ROI,Expected Value,Cost,Input Skins,Output Breakdown
122.60%,£11.65,£9.50,"[['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)]]",M4A4 | Desolate Space (Minimal Wear) @ 0.1100 (33.33%) → £11.95; P2000 | Imperial Dragon (Factory New) @ 0.0693 (33.33%) → £11.99; SCAR-20 | Bloodsport (Factory New) @ 0.0495 (33.33%) → £11.00
122.60%,£11.65,£9.50,"[['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)], ['R8 Revolver | Reboot (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(0.95)]]",M4A4 | Desolate Space (Minimal Wear) @ 0.1100 (33.33%) → £11.95; P2000 | Imperial Dragon (Factory New) @ 0.0693 (33.33%) → £11.99; SCAR-20 | Bloodsport (Factory New) @ 0.0495 (33.33%) → £11.00
122.56%,£8.95,£7.30,"[['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)]]",Desert Eagle | Mecha Industries (Factory New) @ 0.0660 (33.33%) → £11.00; MP5-SD | Phosphor (Minimal Wear) @ 0.0880 (33.33%) → £5.50; UMP-45 | Momentum (Factory New) @ 0.0550 (33.33%) → £10.34
122.56%,£8.95,£7.30,"[['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)]]",Desert Eagle | Mecha Industries (Factory New) @ 0.0660 (33.33%) → £11.00; MP5-SD | Phosphor (Minimal Wear) @ 0.0880 (33.33%) → £5.50; UMP-45 | Momentum (Factory New) @ 0.0550 (33.33%) → £10.34
122.56%,£8.95,£7.30,"[['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)]]",Desert Eagle | Mecha Industries (Factory New) @ 0.0660 (33.33%) → £11.00; MP5-SD | Phosphor (Minimal Wear) @ 0.0880 (33.33%) → £5.50; UMP-45 | Momentum (Factory New) @ 0.0550 (33.33%) → £10.34
122.56%,£8.95,£7.30,"[['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)]]",Desert Eagle | Mecha Industries (Factory New) @ 0.0660 (33.33%) → £11.00; MP5-SD | Phosphor (Minimal Wear) @ 0.0880 (33.33%) → £5.50; UMP-45 | Momentum (Factory New) @ 0.0550 (33.33%) → £10.34
122.56%,£8.95,£7.30,"[['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)], ['Galil AR | Signal (Minimal Wear)', 'The Danger Zone Collection', 'Restricted', 0.11, np.float64(0.73)]]",Desert Eagle | Mecha Industries (Factory New) @ 0.0660 (33.33%) → £11.00; MP5-SD | Phosphor (Minimal Wear) @ 0.0880 (33.33%) → £5.50; UMP-45 | Momentum (Factory New) @ 0.0550 (33.33%) → £10.34
122.34%,£5.75,£4.70,"[['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)]]",M4A1-S | Black Lotus (Battle-Scarred) @ 0.5075 (33.33%) → £8.00; USP-S | Jawbreaker (Battle-Scarred) @ 0.7250 (33.33%) → £4.75; Zeus x27 | Olympus (Battle-Scarred) @ 0.4857 (33.33%) → £4.50
122.34%,£5.75,£4.70,"[['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)]]",M4A1-S | Black Lotus (Battle-Scarred) @ 0.5075 (33.33%) → £8.00; USP-S | Jawbreaker (Battle-Scarred) @ 0.7250 (33.33%) → £4.75; Zeus x27 | Olympus (Battle-Scarred) @ 0.4857 (33.33%) → £4.50
122.34%,£5.75,£4.70,"[['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)]]",M4A1-S | Black Lotus (Battle-Scarred) @ 0.5075 (33.33%) → £8.00; USP-S | Jawbreaker (Battle-Scarred) @ 0.7250 (33.33%) → £4.75; Zeus x27 | Olympus (Battle-Scarred) @ 0.4857 (33.33%) → £4.50
122.34%,£5.75,£4.70,"[['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)]]",M4A1-S | Black Lotus (Battle-Scarred) @ 0.5075 (33.33%) → £8.00; USP-S | Jawbreaker (Battle-Scarred) @ 0.7250 (33.33%) → £4.75; Zeus x27 | Olympus (Battle-Scarred) @ 0.4857 (33.33%) → £4.50
122.34%,£5.75,£4.70,"[['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)]]",M4A1-S | Black Lotus (Battle-Scarred) @ 0.5075 (33.33%) → £8.00; USP-S | Jawbreaker (Battle-Scarred) @ 0.7250 (33.33%) → £4.75; Zeus x27 | Olympus (Battle-Scarred) @ 0.4857 (33.33%) → £4.50
122.34%,£5.75,£4.70,"[['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)]]",M4A1-S | Black Lotus (Battle-Scarred) @ 0.5075 (33.33%) → £8.00; USP-S | Jawbreaker (Battle-Scarred) @ 0.7250 (33.33%) → £4.75; Zeus x27 | Olympus (Battle-Scarred) @ 0.4857 (33.33%) → £4.50
122.34%,£5.75,£4.70,"[['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)]]",M4A1-S | Black Lotus (Battle-Scarred) @ 0.5075 (33.33%) → £8.00; USP-S | Jawbreaker (Battle-Scarred) @ 0.7250 (33.33%) → £4.75; Zeus x27 | Olympus (Battle-Scarred) @ 0.4857 (33.33%) → £4.50
122.34%,£5.75,£4.70,"[['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)]]",M4A1-S | Black Lotus (Battle-Scarred) @ 0.5075 (33.33%) → £8.00; USP-S | Jawbreaker (Battle-Scarred) @ 0.7250 (33.33%) → £4.75; Zeus x27 | Olympus (Battle-Scarred) @ 0.4857 (33.33%) → £4.50
122.34%,£5.75,£4.70,"[['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['Five-SeveN | Hybrid (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)]]",M4A1-S | Black Lotus (Battle-Scarred) @ 0.5075 (33.33%) → £8.00; USP-S | Jawbreaker (Battle-Scarred) @ 0.7250 (33.33%) → £4.75; Zeus x27 | Olympus (Battle-Scarred) @ 0.4857 (33.33%) → £4.50
122.34%,£5.75,£4.70,"[['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)]]",M4A1-S | Black Lotus (Battle-Scarred) @ 0.5075 (33.33%) → £8.00; USP-S | Jawbreaker (Battle-Scarred) @ 0.7250 (33.33%) → £4.75; Zeus x27 | Olympus (Battle-Scarred) @ 0.4857 (33.33%) → £4.50
122.34%,£5.75,£4.70,"[['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['MP7 | Just Smile (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)]]",M4A1-S | Black Lotus (Battle-Scarred) @ 0.5075 (33.33%) → £8.00; USP-S | Jawbreaker (Battle-Scarred) @ 0.7250 (33.33%) → £4.75; Zeus x27 | Olympus (Battle-Scarred) @ 0.4857 (33.33%) → £4.50
122.34%,£5.75,£4.70,"[['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)], ['M4A4 | Etch Lord (Battle-Scarred)', 'The Kilowatt Collection', 'Restricted', 0.725, np.float64(0.47)]]",M4A1-S | Black Lotus (Battle-Scarred) @ 0.5075 (33.33%) → £8.00; USP-S | Jawbreaker (Battle-Scarred) @ 0.7250 (33.33%) → £4.75; Zeus x27 | Olympus (Battle-Scarred) @ 0.4857 (33.33%) → £4.50
